"TOTAL NONFARM, February 2001-December 2019",,,,,,,,,,,,
COMPOSITE SYNTHETIC ESTIMATES (February 2001-December 2018),,,,,,,,,,,,
EXTENDED COMPOSITE SYNTHETIC ESTIMATES (January 2019-December 2019),,,,,,,,,,,,
,,,Levels in Thousands,,,,,Rates in Percent,,,,
Period (YYYYMM),Metropolitan Statistical Area (MSA),MSA Code,Job Openings,Hires,Quits,Layoffs & Discharges,Total Separations,Job Openings Rate,Hires Rate,Quits Rate,Layoffs & Discharges Rate,Total Separations Rate
200508,"San Francisco-Oakland-Hayward, CA",41860,60,74,40,24,69,2.9,3.7,2.0,1.2,3.4
200509,"San Francisco-Oakland-Hayward, CA",41860,60,72,41,25,71,2.9,3.6,2.0,1.3,3.6
200510,"San Francisco-Oakland-Hayward, CA",41860,58,71,38,27,70,2.8,3.5,1.9,1.3,3.5
200511,"San Francisco-Oakland-Hayward, CA",41860,57,66,34,25,63,2.7,3.3,1.7,1.2,3.1
200512,"San Francisco-Oakland-Hayward, CA",41860,54,57,29,23,57,2.6,2.8,1.5,1.2,2.8
200601,"San Francisco-Oakland-Hayward, CA",41860,54,56,31,30,65,2.6,2.8,1.5,1.5,3.2
200602,"San Francisco-Oakland-Hayward, CA",41860,57,56,32,31,68,2.7,2.8,1.6,1.6,3.4
200603,"San Francisco-Oakland-Hayward, CA",41860,63,63,34,34,73,3.0,3.1,1.7,1.7,3.6
200604,"San Francisco-Oakland-Hayward, CA",41860,69,64,35,29,69,3.3,3.2,1.7,1.4,3.4
200605,"San Francisco-Oakland-Hayward, CA",41860,71,70,36,29,70,3.4,3.5,1.8,1.4,3.5
200606,"San Francisco-Oakland-Hayward, CA",41860,73,81,37,28,70,3.5,4.0,1.8,1.4,3.4
200607,"San Francisco-Oakland-Hayward, CA",41860,76,86,37,26,68,3.6,4.2,1.8,1.3,3.3
200608,"San Francisco-Oakland-Hayward, CA",41860,83,88,41,28,74,3.9,4.3,2.0,1.4,3.6
200609,"San Francisco-Oakland-Hayward, CA",41860,86,82,40,28,74,4.0,4.0,1.9,1.4,3.6
200610,"San Francisco-Oakland-Hayward, CA",41860,85,79,38,29,72,4.0,3.9,1.8,1.4,3.5
200611,"San Francisco-Oakland-Hayward, CA",41860,76,78,33,27,64,3.6,3.8,1.6,1.3,3.1
200612,"San Francisco-Oakland-Hayward, CA",41860,69,71,32,26,61,3.2,3.4,1.5,1.3,3.0
200701,"San Francisco-Oakland-Hayward, CA",41860,64,69,32,27,64,3.0,3.4,1.6,1.3,3.1
200702,"San Francisco-Oakland-Hayward, CA",41860,62,62,31,25,61,2.9,3.0,1.5,1.2,3.0
200703,"San Francisco-Oakland-Hayward, CA",41860,64,65,33,28,66,3.0,3.2,1.6,1.4,3.2
200704,"San Francisco-Oakland-Hayward, CA",41860,69,61,32,25,61,3.3,3.0,1.5,1.2,3.0
200705,"San Francisco-Oakland-Hayward, CA",41860,74,64,34,27,64,3.5,3.1,1.6,1.3,3.1
200706,"San Francisco-Oakland-Hayward, CA",41860,74,68,34,26,64,3.5,3.3,1.7,1.2,3.1
200707,"San Francisco-Oakland-Hayward, CA",41860,70,76,38,28,71,3.3,3.7,1.8,1.4,3.4
200708,"San Francisco-Oakland-Hayward, CA",41860,68,79,40,31,77,3.2,3.8,2.0,1.5,3.7
200709,"San Francisco-Oakland-Hayward, CA",41860,67,79,40,30,75,3.2,3.8,1.9,1.4,3.6
200710,"San Francisco-Oakland-Hayward, CA",41860,66,76,37,31,72,3.1,3.7,1.8,1.5,3.5
200711,"San Francisco-Oakland-Hayward, CA",41860,63,71,32,33,68,2.9,3.4,1.5,1.6,3.3
200712,"San Francisco-Oakland-Hayward, CA",41860,58,60,29,36,69,2.7,2.9,1.4,1.7,3.3
200801,"San Francisco-Oakland-Hayward, CA",41860,55,57,29,35,69,2.6,2.8,1.4,1.7,3.3
200802,"San Francisco-Oakland-Hayward, CA",41860,54,57,30,31,66,2.5,2.7,1.5,1.5,3.2
200803,"San Francisco-Oakland-Hayward, CA",41860,54,62,29,26,59,2.6,3.0,1.4,1.3,2.9
200804,"San Francisco-Oakland-Hayward, CA",41860,57,65,32,25,61,2.7,3.1,1.5,1.2,3.0
200805,"San Francisco-Oakland-Hayward, CA",41860,56,69,33,25,62,2.7,3.3,1.6,1.2,3.0
200806,"San Francisco-Oakland-Hayward, CA",41860,55,73,33,32,69,2.6,3.5,1.6,1.5,3.3
200807,"San Francisco-Oakland-Hayward, CA",41860,51,69,30,31,65,2.4,3.3,1.4,1.5,3.1
200808,"San Francisco-Oakland-Hayward, CA",41860,51,69,33,37,74,2.4,3.3,1.6,1.8,3.6
200809,"San Francisco-Oakland-Hayward, CA",41860,53,71,35,34,73,2.5,3.4,1.7,1.6,3.5
200810,"San Francisco-Oakland-Hayward, CA",41860,48,71,34,41,78,2.3,3.5,1.6,2.0,3.8
200811,"San Francisco-Oakland-Hayward, CA",41860,43,63,27,36,67,2.1,3.0,1.3,1.7,3.2
200812,"San Francisco-Oakland-Hayward, CA",41860,36,47,23,36,63,1.7,2.3,1.1,1.8,3.1
200901,"San Francisco-Oakland-Hayward, CA",41860,35,40,22,34,60,1.7,2.0,1.1,1.7,2.9
200902,"San Francisco-Oakland-Hayward, CA",41860,33,37,24,36,63,1.6,1.8,1.2,1.8,3.2
200903,"San Francisco-Oakland-Hayward, CA",41860,34,39,22,33,58,1.7,1.9,1.1,1.7,2.9
200904,"San Francisco-Oakland-Hayward, CA",41860,34,41,20,32,56,1.7,2.1,1.0,1.6,2.8
200905,"San Francisco-Oakland-Hayward, CA",41860,36,46,20,27,50,1.8,2.3,1.0,1.4,2.5
200906,"San Francisco-Oakland-Hayward, CA",41860,39,53,23,26,52,1.9,2.7,1.2,1.3,2.7
200907,"San Francisco-Oakland-Hayward, CA",41860,40,59,25,27,55,2.0,3.0,1.3,1.4,2.8
200908,"San Francisco-Oakland-Hayward, CA",41860,39,62,29,33,66,2.0,3.2,1.5,1.7,3.4
200909,"San Francisco-Oakland-Hayward, CA",41860,39,61,28,35,66,2.0,3.2,1.4,1.8,3.4
200910,"San Francisco-Oakland-Hayward, CA",41860,39,58,25,31,61,2.0,3.0,1.3,1.6,3.2
200911,"San Francisco-Oakland-Hayward, CA",41860,36,56,20,24,48,1.8,2.9,1.0,1.2,2.5
200912,"San Francisco-Oakland-Hayward, CA",41860,34,48,19,24,47,1.7,2.5,1.0,1.2,2.4
201001,"San Francisco-Oakland-Hayward, CA",41860,35,41,19,25,48,1.8,2.1,1.0,1.3,2.5
201002,"San Francisco-Oakland-Hayward, CA",41860,40,36,21,24,49,2.0,1.9,1.1,1.2,2.6
201003,"San Francisco-Oakland-Hayward, CA",41860,46,41,22,20,47,2.3,2.1,1.2,1.0,2.5
201004,"San Francisco-Oakland-Hayward, CA",41860,49,45,23,18,46,2.5,2.4,1.2,.9,2.4
201005,"San Francisco-Oakland-Hayward, CA",41860,52,49,23,17,45,2.6,2.6,1.2,.9,2.4
201006,"San Francisco-Oakland-Hayward, CA",41860,50,54,24,19,47,2.5,2.8,1.2,1.0,2.4
201007,"San Francisco-Oakland-Hayward, CA",41860,50,60,26,21,51,2.5,3.1,1.3,1.1,2.6
201008,"San Francisco-Oakland-Hayward, CA",41860,49,63,29,26,59,2.5,3.3,1.5,1.3,3.1
201009,"San Francisco-Oakland-Hayward, CA",41860,50,60,28,27,60,2.6,3.1,1.5,1.4,3.1
201010,"San Francisco-Oakland-Hayward, CA",41860,51,55,27,24,56,2.6,2.9,1.4,1.3,2.9
201011,"San Francisco-Oakland-Hayward, CA",41860,50,51,21,21,46,2.5,2.6,1.1,1.1,2.4
201012,"San Francisco-Oakland-Hayward, CA",41860,47,45,18,19,41,2.3,2.3,.9,1.0,2.1
201101,"San Francisco-Oakland-Hayward, CA",41860,44,41,18,19,42,2.2,2.1,.9,1.0,2.2
201102,"San Francisco-Oakland-Hayward, CA",41860,46,38,19,18,42,2.3,2.0,1.0,.9,2.2
201103,"San Francisco-Oakland-Hayward, CA",41860,51,42,22,16,42,2.6,2.2,1.1,.8,2.2
201104,"San Francisco-Oakland-Hayward, CA",41860,54,43,21,15,40,2.7,2.2,1.1,.8,2.1
201105,"San Francisco-Oakland-Hayward, CA",41860,53,46,21,16,41,2.7,2.3,1.1,.8,2.1
201106,"San Francisco-Oakland-Hayward, CA",41860,51,50,23,18,45,2.5,2.6,1.2,.9,2.3
201107,"San Francisco-Oakland-Hayward, CA",41860,51,55,24,21,49,2.5,2.8,1.2,1.1,2.5
201108,"San Francisco-Oakland-Hayward, CA",41860,52,61,31,22,56,2.6,3.1,1.6,1.1,2.9
201109,"San Francisco-Oakland-Hayward, CA",41860,55,59,30,23,56,2.7,3.0,1.5,1.1,2.8
201110,"San Francisco-Oakland-Hayward, CA",41860,55,55,29,21,53,2.7,2.8,1.5,1.1,2.7
201111,"San Francisco-Oakland-Hayward, CA",41860,53,48,22,20,46,2.6,2.4,1.1,1.0,2.3
201112,"San Francisco-Oakland-Hayward, CA",41860,46,41,20,18,42,2.3,2.0,1.0,.9,2.1
201201,"San Francisco-Oakland-Hayward, CA",41860,45,39,19,19,42,2.2,2.0,.9,1.0,2.1
201202,"San Francisco-Oakland-Hayward, CA",41860,49,39,19,20,43,2.4,2.0,1.0,1.0,2.2
201203,"San Francisco-Oakland-Hayward, CA",41860,54,45,21,19,43,2.7,2.3,1.1,1.0,2.2
201204,"San Francisco-Oakland-Hayward, CA",41860,56,51,22,17,43,2.7,2.5,1.1,.9,2.1
201205,"San Francisco-Oakland-Hayward, CA",41860,59,57,28,15,48,2.8,2.8,1.4,.8,2.4
201206,"San Francisco-Oakland-Hayward, CA",41860,60,63,31,17,53,2.9,3.1,1.5,.8,2.6
201207,"San Francisco-Oakland-Hayward, CA",41860,58,63,31,17,54,2.7,3.1,1.5,.8,2.6
201208,"San Francisco-Oakland-Hayward, CA",41860,54,60,28,21,54,2.6,3.0,1.4,1.0,2.7
201209,"San Francisco-Oakland-Hayward, CA",41860,56,55,27,25,57,2.7,2.7,1.3,1.2,2.8
201210,"San Francisco-Oakland-Hayward, CA",41860,58,55,26,25,55,2.7,2.7,1.3,1.2,2.7
201211,"San Francisco-Oakland-Hayward, CA",41860,57,55,23,24,51,2.7,2.7,1.1,1.1,2.4
201212,"San Francisco-Oakland-Hayward, CA",41860,53,52,21,21,46,2.5,2.5,1.0,1.0,2.2
201301,"San Francisco-Oakland-Hayward, CA",41860,53,50,23,24,52,2.5,2.4,1.1,1.2,2.5
201302,"San Francisco-Oakland-Hayward, CA",41860,56,50,23,22,50,2.6,2.4,1.1,1.1,2.4
201303,"San Francisco-Oakland-Hayward, CA",41860,59,56,24,21,50,2.8,2.7,1.2,1.0,2.4
201304,"San Francisco-Oakland-Hayward, CA",41860,61,57,23,20,48,2.8,2.7,1.1,1.0,2.3
201305,"San Francisco-Oakland-Hayward, CA",41860,62,62,25,22,52,2.9,3.0,1.2,1.1,2.5
201306,"San Francisco-Oakland-Hayward, CA",41860,63,66,27,23,55,2.9,3.2,1.3,1.1,2.6
201307,"San Francisco-Oakland-Hayward, CA",41860,66,71,30,22,58,3.1,3.4,1.4,1.1,2.8
201308,"San Francisco-Oakland-Hayward, CA",41860,68,70,38,25,69,3.1,3.3,1.8,1.2,3.3
201309,"San Francisco-Oakland-Hayward, CA",41860,70,70,38,27,70,3.2,3.3,1.8,1.3,3.3
201310,"San Francisco-Oakland-Hayward, CA",41860,72,68,36,27,67,3.3,3.2,1.7,1.3,3.2
201311,"San Francisco-Oakland-Hayward, CA",41860,72,65,25,26,54,3.3,3.0,1.2,1.2,2.6
201312,"San Francisco-Oakland-Hayward, CA",41860,68,57,24,25,53,3.1,2.7,1.1,1.2,2.5
201401,"San Francisco-Oakland-Hayward, CA",41860,61,54,22,27,53,2.8,2.5,1.0,1.3,2.5
201402,"San Francisco-Oakland-Hayward, CA",41860,61,53,23,25,53,2.8,2.5,1.1,1.2,2.5
201403,"San Francisco-Oakland-Hayward, CA",41860,66,61,24,24,52,3.0,2.9,1.1,1.1,2.4
201404,"San Francisco-Oakland-Hayward, CA",41860,74,63,26,22,52,3.3,2.9,1.2,1.0,2.4
201405,"San Francisco-Oakland-Hayward, CA",41860,73,68,28,27,58,3.3,3.1,1.3,1.2,2.7
201406,"San Francisco-Oakland-Hayward, CA",41860,76,77,29,27,59,3.4,3.6,1.3,1.3,2.7
201407,"San Francisco-Oakland-Hayward, CA",41860,74,82,36,28,68,3.3,3.8,1.7,1.3,3.1
201408,"San Francisco-Oakland-Hayward, CA",41860,78,84,39,27,71,3.5,3.9,1.8,1.2,3.2
201409,"San Francisco-Oakland-Hayward, CA",41860,79,81,41,27,74,3.5,3.7,1.9,1.2,3.4
201410,"San Francisco-Oakland-Hayward, CA",41860,80,80,35,25,65,3.5,3.6,1.6,1.1,3.0
201411,"San Francisco-Oakland-Hayward, CA",41860,77,78,29,23,57,3.4,3.5,1.3,1.1,2.6
201412,"San Francisco-Oakland-Hayward, CA",41860,69,64,26,24,54,3.0,2.9,1.2,1.1,2.5
201501,"San Francisco-Oakland-Hayward, CA",41860,68,56,27,24,56,3.0,2.5,1.2,1.1,2.5
201502,"San Francisco-Oakland-Hayward, CA",41860,72,52,29,23,56,3.1,2.4,1.3,1.0,2.6
201503,"San Francisco-Oakland-Hayward, CA",41860,79,56,32,20,56,3.5,2.5,1.4,.9,2.6
201504,"San Francisco-Oakland-Hayward, CA",41860,85,64,30,21,55,3.7,2.9,1.3,.9,2.5
201505,"San Francisco-Oakland-Hayward, CA",41860,88,68,32,20,57,3.8,3.1,1.4,.9,2.6
201506,"San Francisco-Oakland-Hayward, CA",41860,88,80,34,21,60,3.8,3.6,1.5,.9,2.7
201507,"San Francisco-Oakland-Hayward, CA",41860,89,81,36,23,64,3.8,3.6,1.6,1.0,2.8
201508,"San Francisco-Oakland-Hayward, CA",41860,84,88,42,26,73,3.6,3.9,1.9,1.2,3.2
201509,"San Francisco-Oakland-Hayward, CA",41860,85,85,39,41,85,3.6,3.7,1.7,1.8,3.8
201510,"San Francisco-Oakland-Hayward, CA",41860,80,87,43,41,88,3.4,3.8,1.9,1.8,3.9
201511,"San Francisco-Oakland-Hayward, CA",41860,83,81,37,37,78,3.5,3.5,1.6,1.6,3.4
201512,"San Francisco-Oakland-Hayward, CA",41860,78,71,36,24,65,3.3,3.1,1.6,1.0,2.8
201601,"San Francisco-Oakland-Hayward, CA",41860,82,68,33,24,62,3.5,3.0,1.4,1.0,2.7
201602,"San Francisco-Oakland-Hayward, CA",41860,87,70,33,25,64,3.7,3.1,1.4,1.1,2.8
201603,"San Francisco-Oakland-Hayward, CA",41860,93,75,35,25,66,3.9,3.3,1.5,1.1,2.9
201604,"San Francisco-Oakland-Hayward, CA",41860,90,76,36,25,66,3.8,3.3,1.6,1.1,2.9
201605,"San Francisco-Oakland-Hayward, CA",41860,86,78,35,25,66,3.6,3.4,1.5,1.1,2.9
201606,"San Francisco-Oakland-Hayward, CA",41860,84,89,38,26,70,3.5,3.8,1.6,1.1,3.0
201607,"San Francisco-Oakland-Hayward, CA",41860,83,88,39,23,67,3.4,3.8,1.7,1.0,2.9
201608,"San Francisco-Oakland-Hayward, CA",41860,85,84,44,22,72,3.5,3.6,1.9,1.0,3.1
201609,"San Francisco-Oakland-Hayward, CA",41860,87,70,42,18,65,3.6,3.0,1.8,.8,2.8
201610,"San Francisco-Oakland-Hayward, CA",41860,91,69,42,18,64,3.7,2.9,1.8,.7,2.7
201611,"San Francisco-Oakland-Hayward, CA",41860,90,68,36,15,55,3.7,2.9,1.5,.6,2.3
201612,"San Francisco-Oakland-Hayward, CA",41860,86,77,36,17,58,3.5,3.2,1.5,.7,2.4
201701,"San Francisco-Oakland-Hayward, CA",41860,84,80,35,21,64,3.4,3.4,1.5,.9,2.7
201702,"San Francisco-Oakland-Hayward, CA",41860,87,78,36,20,64,3.6,3.3,1.5,.8,2.7
201703,"San Francisco-Oakland-Hayward, CA",41860,94,69,36,20,63,3.8,2.9,1.5,.8,2.7
201704,"San Francisco-Oakland-Hayward, CA",41860,94,61,36,16,58,3.8,2.6,1.5,.7,2.4
201705,"San Francisco-Oakland-Hayward, CA",41860,94,68,38,17,62,3.8,2.9,1.6,.7,2.6
201706,"San Francisco-Oakland-Hayward, CA",41860,92,88,40,17,65,3.7,3.7,1.7,.7,2.7
201707,"San Francisco-Oakland-Hayward, CA",41860,95,92,43,17,67,3.8,3.8,1.8,.7,2.8
201708,"San Francisco-Oakland-Hayward, CA",41860,96,90,46,20,72,3.8,3.8,1.9,.8,3.0
201709,"San Francisco-Oakland-Hayward, CA",41860,95,74,46,21,72,3.8,3.1,1.9,.9,3.0
201710,"San Francisco-Oakland-Hayward, CA",41860,95,75,42,21,68,3.8,3.1,1.8,.9,2.8
201711,"San Francisco-Oakland-Hayward, CA",41860,91,68,36,19,59,3.7,2.8,1.5,.8,2.5
201712,"San Francisco-Oakland-Hayward, CA",41860,90,59,32,18,55,3.6,2.4,1.3,.8,2.3
201801,"San Francisco-Oakland-Hayward, CA",41860,93,58,35,21,62,3.7,2.4,1.4,.9,2.6
201802,"San Francisco-Oakland-Hayward, CA",41860,100,60,39,22,67,4.0,2.5,1.6,.9,2.8
201803,"San Francisco-Oakland-Hayward, CA",41860,103,66,44,20,71,4.1,2.8,1.8,.8,2.9
201804,"San Francisco-Oakland-Hayward, CA",41860,104,67,44,18,67,4.1,2.8,1.8,.7,2.8
201805,"San Francisco-Oakland-Hayward, CA",41860,102,76,46,19,70,4.0,3.1,1.9,.8,2.9
201806,"San Francisco-Oakland-Hayward, CA",41860,103,84,45,20,70,4.0,3.4,1.8,.8,2.9
201807,"San Francisco-Oakland-Hayward, CA",41860,102,90,46,20,74,4.0,3.7,1.9,.8,3.0
201808,"San Francisco-Oakland-Hayward, CA",41860,103,85,50,22,79,4.0,3.5,2.0,.9,3.2
201809,"San Francisco-Oakland-Hayward, CA",41860,102,81,53,23,83,4.0,3.3,2.2,.9,3.4
201810,"San Francisco-Oakland-Hayward, CA",41860,102,78,54,22,82,4.0,3.2,2.2,.9,3.3
201811,"San Francisco-Oakland-Hayward, CA",41860,102,78,48,23,76,4.0,3.2,1.9,.9,3.1
201812,"San Francisco-Oakland-Hayward, CA",41860,99,71,42,23,70,3.8,2.9,1.7,.9,2.8
201901,"San Francisco-Oakland-Hayward, CA",41860,101,71,40,27,72,3.9,2.9,1.6,1.1,2.9
201902,"San Francisco-Oakland-Hayward, CA",41860,103,68,39,25,69,4.0,2.7,1.6,1.0,2.8
201903,"San Francisco-Oakland-Hayward, CA",41860,109,72,40,22,68,4.2,2.9,1.6,.9,2.8
201904,"San Francisco-Oakland-Hayward, CA",41860,113,74,41,18,65,4.4,3.0,1.7,.7,2.6
201905,"San Francisco-Oakland-Hayward, CA",41860,116,82,44,25,74,4.5,3.3,1.8,1.0,3.0
201906,"San Francisco-Oakland-Hayward, CA",41860,123,92,48,27,81,4.7,3.7,1.9,1.1,3.2
201907,"San Francisco-Oakland-Hayward, CA",41860,125,97,52,29,87,4.7,3.9,2.1,1.1,3.5
201908,"San Francisco-Oakland-Hayward, CA",41860,126,102,59,27,93,4.8,4.1,2.4,1.1,3.7
201909,"San Francisco-Oakland-Hayward, CA",41860,118,95,58,26,91,4.5,3.8,2.3,1.0,3.6
201910,"San Francisco-Oakland-Hayward, CA",41860,115,93,58,27,91,4.4,3.7,2.3,1.1,3.6
201911,"San Francisco-Oakland-Hayward, CA",41860,107,84,51,24,81,4.1,3.3,2.0,1.0,3.2
201912,"San Francisco-Oakland-Hayward, CA",41860,102,77,46,25,76,3.9,3.0,1.8,1.0,3.0
200102,"Seattle-Tacoma-Bellevue, WA",42660,59,59,32,29,66,3.4,3.5,1.9,1.8,3.9
200103,"Seattle-Tacoma-Bellevue, WA",42660,57,58,33,27,63,3.3,3.5,2.0,1.6,3.8
200104,"Seattle-Tacoma-Bellevue, WA",42660,54,56,33,21,58,3.1,3.4,2.0,1.3,3.5
200105,"Seattle-Tacoma-Bellevue, WA",42660,52,59,36,21,59,3.0,3.6,2.1,1.2,3.6
200106,"Seattle-Tacoma-Bellevue, WA",42660,50,59,34,18,55,2.9,3.6,2.0,1.1,3.3
200107,"Seattle-Tacoma-Bellevue, WA",42660,47,61,33,18,54,2.7,3.7,2.0,1.1,3.3
200108,"Seattle-Tacoma-Bellevue, WA",42660,45,57,35,19,58,2.6,3.5,2.1,1.2,3.5
200109,"Seattle-Tacoma-Bellevue, WA",42660,43,55,37,23,64,2.5,3.4,2.2,1.4,3.9
200110,"Seattle-Tacoma-Bellevue, WA",42660,40,53,36,27,68,2.4,3.2,2.2,1.6,4.1
200111,"Seattle-Tacoma-Bellevue, WA",42660,39,50,31,28,62,2.3,3.1,1.9,1.7,3.8
200112,"Seattle-Tacoma-Bellevue, WA",42660,36,44,26,27,56,2.2,2.7,1.6,1.6,3.4
200201,"Seattle-Tacoma-Bellevue, WA",42660,36,43,26,24,53,2.2,2.7,1.6,1.5,3.3
200202,"Seattle-Tacoma-Bellevue, WA",42660,35,42,26,24,53,2.1,2.6,1.6,1.5,3.3
200203,"Seattle-Tacoma-Bellevue, WA",42660,37,44,26,21,52,2.3,2.8,1.7,1.3,3.2
200204,"Seattle-Tacoma-Bellevue, WA",42660,38,47,27,20,50,2.3,3.0,1.7,1.2,3.1
200205,"Seattle-Tacoma-Bellevue, WA",42660,39,53,28,18,49,2.4,3.3,1.7,1.1,3.1
200206,"Seattle-Tacoma-Bellevue, WA",42660,39,58,27,21,52,2.3,3.6,1.7,1.3,3.2
200207,"Seattle-Tacoma-Bellevue, WA",42660,38,61,28,21,52,2.3,3.8,1.7,1.3,3.3
200208,"Seattle-Tacoma-Bellevue, WA",42660,38,59,33,23,60,2.3,3.6,2.0,1.4,3.7
200209,"Seattle-Tacoma-Bellevue, WA",42660,37,61,36,22,62,2.3,3.8,2.2,1.4,3.8
200210,"Seattle-Tacoma-Bellevue, WA",42660,37,55,36,23,62,2.2,3.4,2.2,1.4,3.9
200211,"Seattle-Tacoma-Bellevue, WA",42660,35,53,29,24,56,2.1,3.3,1.8,1.5,3.5
200212,"Seattle-Tacoma-Bellevue, WA",42660,34,43,26,24,55,2.1,2.7,1.6,1.5,3.4
200301,"Seattle-Tacoma-Bellevue, WA",42660,35,45,26,27,58,2.2,2.8,1.6,1.7,3.6
200302,"Seattle-Tacoma-Bellevue, WA",42660,36,42,25,24,54,2.2,2.6,1.6,1.5,3.4
200303,"Seattle-Tacoma-Bellevue, WA",42660,36,45,24,22,50,2.2,2.9,1.5,1.4,3.1
200304,"Seattle-Tacoma-Bellevue, WA",42660,37,45,23,19,44,2.3,2.8,1.5,1.2,2.8
200305,"Seattle-Tacoma-Bellevue, WA",42660,38,48,24,20,48,2.3,3.0,1.5,1.3,3.0
200306,"Seattle-Tacoma-Bellevue, WA",42660,40,53,25,20,48,2.4,3.3,1.5,1.3,3.0
200307,"Seattle-Tacoma-Bellevue, WA",42660,38,56,24,20,48,2.4,3.5,1.5,1.3,3.0
200308,"Seattle-Tacoma-Bellevue, WA",42660,38,59,27,21,52,2.3,3.7,1.7,1.3,3.2
200309,"Seattle-Tacoma-Bellevue, WA",42660,37,58,30,23,56,2.3,3.6,1.9,1.4,3.5
200310,"Seattle-Tacoma-Bellevue, WA",42660,37,56,31,22,57,2.3,3.5,1.9,1.4,3.5
200311,"Seattle-Tacoma-Bellevue, WA",42660,35,52,26,20,50,2.1,3.2,1.6,1.3,3.1
200312,"Seattle-Tacoma-Bellevue, WA",42660,33,47,22,21,46,2.0,2.9,1.4,1.3,2.9
200401,"Seattle-Tacoma-Bellevue, WA",42660,30,42,20,25,48,1.8,2.6,1.2,1.5,3.0
200402,"Seattle-Tacoma-Bellevue, WA",42660,30,39,20,23,46,1.9,2.5,1.3,1.4,2.9
200403,"Seattle-Tacoma-Bellevue, WA",42660,33,45,22,21,47,2.0,2.8,1.4,1.3,2.9
200404,"Seattle-Tacoma-Bellevue, WA",42660,37,50,24,18,45,2.3,3.1,1.5,1.1,2.8
200405,"Seattle-Tacoma-Bellevue, WA",42660,42,55,26,19,48,2.5,3.4,1.6,1.2,3.0
200406,"Seattle-Tacoma-Bellevue, WA",42660,42,58,28,17,48,2.5,3.6,1.7,1.1,3.0
200407,"Seattle-Tacoma-Bellevue, WA",42660,40,54,29,16,49,2.4,3.4,1.8,1.0,3.0
200408,"Seattle-Tacoma-Bellevue, WA",42660,40,57,34,18,55,2.4,3.5,2.1,1.1,3.4
200409,"Seattle-Tacoma-Bellevue, WA",42660,42,54,35,22,59,2.5,3.4,2.1,1.3,3.7
200410,"Seattle-Tacoma-Bellevue, WA",42660,44,56,34,24,61,2.7,3.5,2.1,1.5,3.8
200411,"Seattle-Tacoma-Bellevue, WA",42660,44,55,27,22,53,2.6,3.4,1.7,1.4,3.2
200412,"Seattle-Tacoma-Bellevue, WA",42660,42,51,25,22,51,2.5,3.1,1.6,1.4,3.1
200501,"Seattle-Tacoma-Bellevue, WA",42660,40,49,26,22,51,2.4,3.0,1.6,1.3,3.1
200502,"Seattle-Tacoma-Bellevue, WA",42660,40,46,27,22,53,2.4,2.8,1.7,1.4,3.3
200503,"Seattle-Tacoma-Bellevue, WA",42660,42,51,28,18,50,2.5,3.2,1.7,1.1,3.1
200504,"Seattle-Tacoma-Bellevue, WA",42660,43,56,27,19,49,2.6,3.5,1.7,1.2,3.0
200505,"Seattle-Tacoma-Bellevue, WA",42660,45,65,28,21,54,2.7,4.0,1.7,1.3,3.3
200506,"Seattle-Tacoma-Bellevue, WA",42660,45,70,30,22,57,2.7,4.2,1.8,1.3,3.5
200507,"Seattle-Tacoma-Bellevue, WA",42660,46,72,31,20,56,2.7,4.3,1.9,1.2,3.4
200508,"Seattle-Tacoma-Bellevue, WA",42660,47,70,37,20,61,2.8,4.2,2.2,1.2,3.7
200509,"Seattle-Tacoma-Bellevue, WA",42660,48,68,42,24,71,2.8,4.1,2.5,1.5,4.3
200510,"Seattle-Tacoma-Bellevue, WA",42660,50,69,43,26,74,2.9,4.1,2.6,1.6,4.4
200511,"Seattle-Tacoma-Bellevue, WA",42660,50,66,37,25,67,2.9,3.9,2.2,1.5,4.0
200512,"Seattle-Tacoma-Bellevue, WA",42660,50,60,30,21,56,2.9,3.6,1.8,1.3,3.3
200601,"Seattle-Tacoma-Bellevue, WA",42660,47,56,29,21,55,2.7,3.3,1.7,1.3,3.3
200602,"Seattle-Tacoma-Bellevue, WA",42660,45,53,30,21,55,2.6,3.1,1.8,1.2,3.3
200603,"Seattle-Tacoma-Bellevue, WA",42660,49,54,30,23,58,2.9,3.2,1.8,1.4,3.5
200604,"Seattle-Tacoma-Bellevue, WA",42660,55,55,30,20,54,3.2,3.3,1.8,1.2,3.2
200605,"Seattle-Tacoma-Bellevue, WA",42660,60,60,32,19,56,3.4,3.6,1.9,1.2,3.3
200606,"Seattle-Tacoma-Bellevue, WA",42660,59,68,35,18,56,3.3,4.0,2.0,1.1,3.3
200607,"Seattle-Tacoma-Bellevue, WA",42660,55,70,38,19,60,3.1,4.1,2.2,1.1,3.5
200608,"Seattle-Tacoma-Bellevue, WA",42660,55,71,40,20,63,3.1,4.1,2.3,1.1,3.7
200609,"Seattle-Tacoma-Bellevue, WA",42660,58,67,40,20,64,3.3,3.9,2.3,1.2,3.7
200610,"Seattle-Tacoma-Bellevue, WA",42660,59,67,39,21,64,3.3,3.9,2.3,1.2,3.7
200611,"Seattle-Tacoma-Bellevue, WA",42660,61,65,35,21,60,3.4,3.8,2.0,1.2,3.5
200612,"Seattle-Tacoma-Bellevue, WA",42660,54,58,32,21,56,3.0,3.3,1.8,1.2,3.2
